,frame,keypoint,x,y,z
6583,313,left_0010,-16.386405768007474,14.05388607016721,1585.814454219108
6584,313,left_0011,3.8176138250820966,22.18775356623416,1639.5061040249175
6585,313,left_0012,19.300788675590006,28.364894857721872,1688.8723309084319
6586,313,left_0013,-56.21710202408142,11.451013912782896,1530.4850143652584
6587,313,left_0014,-27.348857797465737,29.006884115836773,1596.9173729317777
6588,313,left_0015,-10.129284777338778,38.07872097270285,1643.3362769468845
6589,313,left_0016,2.7583879790409696,44.193763025421134,1687.768047465427
6590,313,left_0017,-65.57494782956522,19.449838738153737,1540.1275733705875
6591,313,left_0018,-45.303770238878435,35.23669696446393,1589.2891379313594
6592,313,left_0019,-35.95709927261886,42.089522957987796,1621.369724603417
6593,313,left_0020,-29.90429030829433,46.35685094498702,1649.7294877033667
6594,314,left_0000,-97.3851059938125,-35.97196119492998,1431.2897296111728
6595,314,left_0001,-79.50853305377386,-56.40014960553443,1441.9937576058505
6596,314,left_0002,-55.8940459850981,-66.33751440452268,1455.4894392397964
6597,314,left_0003,-35.69025715023534,-70.06430552808374,1470.4642048824587
6598,314,left_0004,-21.7325917028002,-73.23960568847994,1478.8121905231608
6599,314,left_0005,-42.8513985464248,-31.974663740904642,1480.4538518294055
6600,314,left_0006,-12.50853144864087,-24.86788525802152,1556.1943967657985
6601,314,left_0007,6.484632258504973,-21.220304327456006,1609.8632633913994
6602,314,left_0008,21.26180586748494,-18.539512322023864,1657.335393413298
6603,314,left_0009,-47.12139407985039,-14.184139252595823,1503.5409454501005
6604,314,left_0010,-14.990197764085247,-1.9794723329844153,1587.0550058824854
6605,314,left_0011,6.110219281848183,5.332806226536463,1647.480760658214
6606,314,left_0012,22.927244941700376,11.112017335686811,1701.674764031299
6607,314,left_0013,-53.840038531466504,-1.720565993876898,1521.1088883137918
6608,314,left_0014,-24.804007729462977,12.583017103111253,1597.5489072527603
6609,314,left_0015,-6.546069239482326,19.89420904601929,1648.605734923007
6610,314,left_0016,7.148422941679905,24.937829309849352,1695.7469461527041
6611,314,left_0017,-62.49260398787256,6.5438945904897725,1531.606931282242
6612,314,left_0018,-41.474638871430855,18.324193624839417,1586.8716341849833
6613,314,left_0019,-30.965174495649887,22.788388346874765,1622.968503884544
6614,314,left_0020,-23.700798954203325,25.190213008531774,1654.1169504088698
6615,315,left_0000,-96.6756360899936,-46.53049461945755,1429.8810811440117
6616,315,left_0001,-79.76271473875356,-66.27979566645779,1440.0939116977484
6617,315,left_0002,-55.74500742878551,-76.86573445634603,1455.584588269123
6618,315,left_0003,-34.78147579189405,-80.07533206575054,1471.7624271103393
6619,315,left_0004,-20.591437084336143,-83.43042633801576,1480.489255067744
6620,315,left_0005,-42.85463870587846,-43.422223181640724,1480.409564710802
6621,315,left_0006,-12.11201262615412,-40.28854700536656,1560.7058666537446
6622,315,left_0007,7.1224036004908395,-38.92461296028652,1616.267477857687
6623,315,left_0008,21.963286593091716,-38.25379714641583,1664.28012715782
6624,315,left_0009,-45.36528254343006,-25.701727635656137,1503.9882229376099
6625,315,left_0010,-12.933916606449714,-19.682218147808197,1590.1619902833293
6626,315,left_0011,7.949811283473678,-15.969403097128401,1651.3514917973707
6627,315,left_0012,24.3779303092472,-13.330596371740993,1703.7401272909863
6628,315,left_0013,-50.26957174163347,-13.307104469604567,1522.7593543738974
6629,315,left_0014,-20.246984404586684,-3.927527620395486,1604.2322649444613
6630,315,left_0015,-2.692222346731236,1.026014628231478,1656.7529449712204
6631,315,left_0016,9.895113340329438,3.774549464265864,1703.4223603208582
6632,315,left_0017,-57.5077355332869,-4.467484827141963,1536.089121792503
6633,315,left_0018,-33.792689277296056,5.530268814076994,1598.1713042405543
6634,315,left_0019,-23.946728238419464,9.713686027504474,1635.587164470847
6635,315,left_0020,-18.251604230610923,11.767262055454468,1666.1381535507421
6636,316,left_0000,,,
6637,316,left_0001,,,
6638,316,left_0002,,,
6639,316,left_0003,,,
6640,316,left_0004,,,
6641,316,left_0005,,,
6642,316,left_0006,,,
6643,316,left_0007,,,
6644,316,left_0008,,,
6645,316,left_0009,,,
6646,316,left_0010,,,
6647,316,left_0011,,,
6648,316,left_0012,,,
6649,316,left_0013,,,
6650,316,left_0014,,,
6651,316,left_0015,,,
6652,316,left_0016,,,
6653,316,left_0017,,,
6654,316,left_0018,,,
6655,316,left_0019,,,
6656,316,left_0020,,,
6657,317,left_0000,,,
6658,317,left_0001,,,
6659,317,left_0002,,,
6660,317,left_0003,,,
6661,317,left_0004,,,
6662,317,left_0005,,,
6663,317,left_0006,,,
6664,317,left_0007,,,
6665,317,left_0008,,,
6666,317,left_0009,,,
6667,317,left_0010,,,
6668,317,left_0011,,,
6669,317,left_0012,,,
6670,317,left_0013,,,
6671,317,left_0014,,,
6672,317,left_0015,,,
6673,317,left_0016,,,
6674,317,left_0017,,,
6675,317,left_0018,,,
6676,317,left_0019,,,
6677,317,left_0020,,,
6678,318,left_0000,-94.08267408205661,-71.55424356648255,1459.0949215396956
6679,318,left_0001,-79.34182415025289,-91.75565147811075,1462.1744798226696
6680,318,left_0002,-56.644617848840234,-104.4503805854985,1473.7582314538654
6681,318,left_0003,-35.18062361788646,-111.92469108742348,1486.7745490563955
6682,318,left_0004,-20.981621590250576,-120.513427589115,1491.053125235248
6683,318,left_0005,-45.18016224571819,-77.94981591318603,1497.873074581567
6684,318,left_0006,-13.332940156795074,-82.46906375119019,1577.9471991887563
6685,318,left_0007,6.851710783002568,-86.3455897394289,1638.05337563598
6686,318,left_0008,22.9213136290809,-90.64993701881718,1691.6913661858066
6687,318,left_0009,-46.1156633831062,-62.623815079342734,1528.83587048407
6688,318,left_0010,-11.447033907939254,-64.57643786600859,1616.842416034299
6689,318,left_0011,10.256952302813955,-65.41732518466236,1683.3035864251185
6690,318,left_0012,27.477395381038196,-66.7425286474171,1739.6906980324384
6691,318,left_0013,-49.39259264404707,-51.740557884546874,1553.7756965230187
6692,318,left_0014,-16.63336808556937,-51.965225124210825,1641.947181243358
6693,318,left_0015,4.758886007459429,-51.17108694458904,1703.818458109656
6694,318,left_0016,21.93906860345641,-51.6017330807827,1758.1827304964413
6695,318,left_0017,-54.68393895200434,-43.69939893507928,1574.0920325640766
6696,318,left_0018,-30.85810326147243,-39.09956888843095,1643.0699511773032
6697,318,left_0019,-17.774674092425037,-35.9213931911368,1687.356268814445
6698,318,left_0020,-7.274434364401881,-33.54088963372989,1725.7018967086872
6699,319,left_0000,,,
6700,319,left_0001,,,
6701,319,left_0002,,,
6702,319,left_0003,,,
6703,319,left_0004,,,
6704,319,left_0005,,,
6705,319,left_0006,,,
6706,319,left_0007,,,
6707,319,left_0008,,,
6708,319,left_0009,,,
6709,319,left_0010,,,
6710,319,left_0011,,,
6711,319,left_0012,,,
6712,319,left_0013,,,
6713,319,left_0014,,,
6714,319,left_0015,,,
6715,319,left_0016,,,
6716,319,left_0017,,,
6717,319,left_0018,,,
6718,319,left_0019,,,
6719,319,left_0020,,,
6720,320,left_0000,-92.02286767602122,-90.15461543548597,1474.4822584767578
6721,320,left_0001,-78.57239561888196,-110.70203959486295,1468.3017060633647
6722,320,left_0002,-57.236682022163656,-126.56390815653438,1475.7710637906996
6723,320,left_0003,-36.4981038043667,-135.98117712989824,1489.091080066002
6724,320,left_0004,-21.19574014978951,-143.15721034542037,1494.9367078406874
6725,320,left_0005,-46.347764349924155,-102.59098921836207,1502.2535969991159
6726,320,left_0006,-14.856455941389104,-111.79003988086936,1581.0790938110547
6727,320,left_0007,6.152013230581325,-119.47872059319867,1642.8095830629738
6728,320,left_0008,23.576083034155523,-127.75721542023979,1699.517673956169
6729,320,left_0009,-44.815643565519984,-88.79522473868073,1540.204987000057
6730,320,left_0010,-9.926117693923558,-94.5443167656571,1623.505828713118
6731,320,left_0011,13.1198018514822,-98.51940483767541,1690.432500734905
6732,320,left_0012,32.518958378219416,-102.64583610130812,1751.652842801999
6733,320,left_0013,-45.639697538676494,-78.32155710967845,1571.9253493832502
6734,320,left_0014,-13.531188225534256,-82.21713355691487,1654.685117986613
6735,320,left_0015,8.773926330853447,-84.658756497722,1717.9628671000014
6736,320,left_0016,27.688585479270692,-87.53479210097386,1776.9228483668023
6737,320,left_0017,-48.75258612468664,-70.28847369915557,1598.6692685055289
6738,320,left_0018,-24.77099997440244,-69.76577466852869,1665.8224385868843
6739,320,left_0019,-9.965530179877382,-68.43763810809989,1712.7650151027726
6740,320,left_0020,3.1531132551240897,-66.02144264658575,1755.8620897987578
6741,321,left_0000,-91.12774620743329,-107.99336745538454,1491.3626479287698
6742,321,left_0001,-78.45530412276294,-126.3019936530139,1479.7101991065142
6743,321,left_0002,-57.22054154607836,-138.35263329624237,1479.5903626458219
6744,321,left_0003,-36.67811225845039,-142.34669419730852,1491.1854276658798
6745,321,left_0004,-21.606290569315867,-141.89063112398742,1492.197002671317
6746,321,left_0005,-47.35415450921232,-116.7479606930064,1493.0210131070348
6747,321,left_0006,-13.616074075589164,-126.49253910311027,1575.8172907608287
6748,321,left_0007,8.961147871961508,-133.5647369576305,1639.0883114156895
6749,321,left_0008,27.034585696972485,-140.74390615076473,1698.4573570224563
6750,321,left_0009,-45.20441428168146,-104.173439611453,1529.0882080400802
6751,321,left_0010,-7.417214116008815,-111.6434334502018,1628.932473496462
6752,321,left_0011,17.514188090714832,-115.20998744622881,1699.8131752220859
6753,321,left_0012,37.40481697731524,-119.18964150802232,1765.1654391402913
6754,321,left_0013,-45.24478829757376,-94.334820875165,1556.5673906132386
6755,321,left_0014,-9.533672296336597,-99.94187308580884,1651.5111839425722
6756,321,left_0015,13.37669219577233,-102.85116414221694,1716.1112156061415
6757,321,left_0016,31.711266487067817,-105.78396715491658,1775.25818412548
6758,321,left_0017,-47.512451719281124,-86.79787241991087,1577.5053902210554
6759,321,left_0018,-23.580086369013536,-89.32331075768079,1643.4055918598951
6760,321,left_0019,-8.381016727886365,-91.96768382345336,1689.0976534364609
6761,321,left_0020,5.068466731159293,-93.6398628037514,1731.4924185167279
6762,322,left_0000,-76.62694331255221,-129.94958124744215,1512.5764689803161
6763,322,left_0001,-63.91334580139579,-146.6735070040133,1497.1533336512198
6764,322,left_0002,-43.79270310250276,-155.97583896991634,1490.5620477351583
6765,322,left_0003,-27.54789960568822,-159.4404346890519,1498.8419889360794
6766,322,left_0004,-15.589883712944427,-161.37002937862883,1500.7492308805317
6767,322,left_0005,-30.137251642601147,-132.62307637916382,1512.9707886731962
6768,322,left_0006,1.215501632427405,-146.49030280302418,1597.928216886467
6769,322,left_0007,15.808962430649878,-154.37123228432046,1652.28970975955
6770,322,left_0008,26.557140753813936,-161.5345986399586,1698.3226671839327
6771,322,left_0009,-29.829069077892367,-121.54701015241064,1548.4887208887153
6772,322,left_0010,6.199072567934605,-131.53024541631257,1650.4463748098212
6773,322,left_0011,24.878433290333373,-134.9287206571325,1714.0370601954005
6774,322,left_0012,40.48804928119978,-138.91381503786474,1773.9108756205776
6775,322,left_0013,-32.35540212829341,-112.84142767894863,1576.4073283147202
6776,322,left_0014,0.7691446670106057,-118.20790116905862,1670.5428309808271
6777,322,left_0015,19.3258054300346,-121.10640899816036,1729.4218063832182
6778,322,left_0016,35.66988475551557,-124.19018704132678,1786.0335370091036
6779,322,left_0017,-37.94475662046371,-105.6016236103381,1596.0410231556396
6780,322,left_0018,-16.280629924132217,-104.62380892215637,1662.949512072716
6781,322,left_0019,-1.6017238227112771,-105.62672168064388,1708.6500112322738
6782,322,left_0020,11.736702741984267,-106.16378006659848,1752.186923453225
6783,323,left_0000,,,
6784,323,left_0001,,,
6785,323,left_0002,,,
6786,323,left_0003,,,
6787,323,left_0004,,,
6788,323,left_0005,,,
6789,323,left_0006,,,
6790,323,left_0007,,,
6791,323,left_0008,,,
6792,323,left_0009,,,
6793,323,left_0010,,,
6794,323,left_0011,,,
6795,323,left_0012,,,
6796,323,left_0013,,,
6797,323,left_0014,,,
6798,323,left_0015,,,
6799,323,left_0016,,,
6800,323,left_0017,,,
6801,323,left_0018,,,
6802,323,left_0019,,,
6803,323,left_0020,,,
6804,324,left_0000,,,
6805,324,left_0001,,,
6806,324,left_0002,,,
6807,324,left_0003,,,
6808,324,left_0004,,,
6809,324,left_0005,,,
6810,324,left_0006,,,
6811,324,left_0007,,,
6812,324,left_0008,,,
6813,324,left_0009,,,
6814,324,left_0010,,,
6815,324,left_0011,,,
6816,324,left_0012,,,
6817,324,left_0013,,,
6818,324,left_0014,,,
6819,324,left_0015,,,
6820,324,left_0016,,,
6821,324,left_0017,,,
6822,324,left_0018,,,
6823,324,left_0019,,,
6824,324,left_0020,,,
6825,325,left_0000,,,
6826,325,left_0001,,,
6827,325,left_0002,,,
6828,325,left_0003,,,
6829,325,left_0004,,,
6830,325,left_0005,,,
6831,325,left_0006,,,
6832,325,left_0007,,,
6833,325,left_0008,,,
6834,325,left_0009,,,
6835,325,left_0010,,,
6836,325,left_0011,,,
6837,325,left_0012,,,
6838,325,left_0013,,,
6839,325,left_0014,,,
6840,325,left_0015,,,
6841,325,left_0016,,,
6842,325,left_0017,,,
6843,325,left_0018,,,
6844,325,left_0019,,,
6845,325,left_0020,,,
6846,326,left_0000,,,
6847,326,left_0001,,,
6848,326,left_0002,,,
6849,326,left_0003,,,
6850,326,left_0004,,,
6851,326,left_0005,,,
6852,326,left_0006,,,
6853,326,left_0007,,,
6854,326,left_0008,,,
6855,326,left_0009,,,
6856,326,left_0010,,,
6857,326,left_0011,,,
6858,326,left_0012,,,
6859,326,left_0013,,,
6860,326,left_0014,,,
6861,326,left_0015,,,
6862,326,left_0016,,,
6863,326,left_0017,,,
6864,326,left_0018,,,
6865,326,left_0019,,,
6866,326,left_0020,,,
6867,327,left_0000,,,
6868,327,left_0001,,,
6869,327,left_0002,,,
6870,327,left_0003,,,
6871,327,left_0004,,,
6872,327,left_0005,,,
6873,327,left_0006,,,
6874,327,left_0007,,,
6875,327,left_0008,,,
6876,327,left_0009,,,
6877,327,left_0010,,,
6878,327,left_0011,,,
6879,327,left_0012,,,
6880,327,left_0013,,,
6881,327,left_0014,,,
6882,327,left_0015,,,
6883,327,left_0016,,,
6884,327,left_0017,,,
6885,327,left_0018,,,
6886,327,left_0019,,,
6887,327,left_0020,,,
6888,328,left_0000,,,
6889,328,left_0001,,,
6890,328,left_0002,,,
6891,328,left_0003,,,
6892,328,left_0004,,,
6893,328,left_0005,,,
6894,328,left_0006,,,
6895,328,left_0007,,,
6896,328,left_0008,,,
6897,328,left_0009,,,
6898,328,left_0010,,,
6899,328,left_0011,,,
6900,328,left_0012,,,
6901,328,left_0013,,,
6902,328,left_0014,,,
6903,328,left_0015,,,
6904,328,left_0016,,,
6905,328,left_0017,,,
6906,328,left_0018,,,
6907,328,left_0019,,,
6908,328,left_0020,,,
6909,329,left_0000,,,
6910,329,left_0001,,,
6911,329,left_0002,,,
6912,329,left_0003,,,
6913,329,left_0004,,,
6914,329,left_0005,,,
6915,329,left_0006,,,
6916,329,left_0007,,,
6917,329,left_0008,,,
6918,329,left_0009,,,
6919,329,left_0010,,,
6920,329,left_0011,,,
6921,329,left_0012,,,
6922,329,left_0013,,,
6923,329,left_0014,,,
6924,329,left_0015,,,
6925,329,left_0016,,,
6926,329,left_0017,,,
6927,329,left_0018,,,
6928,329,left_0019,,,
6929,329,left_0020,,,
6930,330,left_0000,,,
6931,330,left_0001,,,
6932,330,left_0002,,,
6933,330,left_0003,,,
6934,330,left_0004,,,
6935,330,left_0005,,,
6936,330,left_0006,,,
6937,330,left_0007,,,
6938,330,left_0008,,,
6939,330,left_0009,,,
6940,330,left_0010,,,
6941,330,left_0011,,,
6942,330,left_0012,,,
6943,330,left_0013,,,
6944,330,left_0014,,,
6945,330,left_0015,,,
6946,330,left_0016,,,
6947,330,left_0017,,,
6948,330,left_0018,,,
6949,330,left_0019,,,
6950,330,left_0020,,,
6951,331,left_0000,,,
6952,331,left_0001,,,
6953,331,left_0002,,,
6954,331,left_0003,,,
6955,331,left_0004,,,
6956,331,left_0005,,,
6957,331,left_0006,,,
6958,331,left_0007,,,
6959,331,left_0008,,,
6960,331,left_0009,,,
6961,331,left_0010,,,
6962,331,left_0011,,,
6963,331,left_0012,,,
6964,331,left_0013,,,
6965,331,left_0014,,,
6966,331,left_0015,,,
6967,331,left_0016,,,
6968,331,left_0017,,,
6969,331,left_0018,,,
6970,331,left_0019,,,
6971,331,left_0020,,,
6972,332,left_0000,,,
6973,332,left_0001,,,
6974,332,left_0002,,,
6975,332,left_0003,,,
6976,332,left_0004,,,
6977,332,left_0005,,,
6978,332,left_0006,,,
6979,332,left_0007,,,
6980,332,left_0008,,,
6981,332,left_0009,,,
6982,332,left_0010,,,
6983,332,left_0011,,,
6984,332,left_0012,,,
6985,332,left_0013,,,
6986,332,left_0014,,,
6987,332,left_0015,,,
6988,332,left_0016,,,
6989,332,left_0017,,,
6990,332,left_0018,,,
6991,332,left_0019,,,
6992,332,left_0020,,,
6993,333,left_0000,-631.4294200376077,-202.3515321045312,875.7830690230659
6994,333,left_0001,-655.4874577924745,-213.39420296522152,852.0964646662737
6995,333,left_0002,-682.4479722126781,-218.8897119718399,824.8919520861557
6996,333,left_0003,-719.3148316735508,-219.572459467378,801.4024037249508
6997,333,left_0004,-753.9582740007403,-219.9894890238165,781.2510562831133
6998,333,left_0005,-620.3302697185467,-200.5757051640226,833.0284770226428
6999,333,left_0006,-656.7429757578846,-205.053485850529,837.3082410151064
7000,333,left_0007,-670.4826307187257,-213.3627824863367,853.9694770248641
7001,333,left_0008,-678.5495365997555,-219.7801283057335,868.7453373711218
7002,333,left_0009,-602.4467941628328,-183.8404606689555,850.8935557808663
7003,333,left_0010,-641.8407340689553,-188.17742558513737,854.0537495109006
7004,333,left_0011,-655.6857344344321,-200.0299573855027,871.3888526681927
7005,333,left_0012,-666.9238023321209,-210.95189931437915,884.7424863439055
7006,333,left_0013,-595.8395864119364,-170.94865131292175,867.9943524755038
7007,333,left_0014,-637.9559043728059,-174.98660669278595,870.5287347870952
7008,333,left_0015,-650.8115559434647,-189.96086753264734,885.758200352944
7009,333,left_0016,-658.430013887561,-203.7414722813791,897.1001454358459
7010,333,left_0017,-594.3790878366793,-162.03726501390946,884.8233163673442
7011,333,left_0018,-628.1062712082313,-163.52859311841362,885.8237661780216
7012,333,left_0019,-642.7283024593593,-175.77467649002082,893.7036205926732
7013,333,left_0020,-650.2414158589432,-187.38875872615168,900.6248348923763
7014,334,left_0000,-638.9385188756074,-195.3350481976945,867.2483253944962
7015,334,left_0001,-641.1359409910413,-206.41450680694234,861.6140836911843
7016,334,left_0002,-647.7647154613131,-214.99385277486925,855.4213848227334
7017,334,left_0003,-653.6106738641009,-218.18041657351327,862.2951264888941
7018,334,left_0004,-652.117848146409,-217.47750986964627,874.3898589802308
7019,334,left_0005,-608.823570380309,-193.08735382671716,845.761953667747
7020,334,left_0006,-639.3221449103717,-197.10837874782342,847.7539470134203
7021,334,left_0007,-652.7701150567992,-207.01068333054653,862.0800325100884
7022,334,left_0008,-659.5234700535027,-216.06754717177,875.6556989028945
7023,334,left_0009,-600.0476232592893,-177.75172602510744,856.6671563865592
7024,334,left_0010,-642.0496063133079,-184.4297553913419,862.4039237081619
7025,334,left_0011,-653.168589707512,-198.19769457221233,879.7089561718516
7026,334,left_0012,-660.2805188575873,-210.215895153477,892.2838092343154
7027,334,left_0013,-599.6096077807898,-166.64360370675777,868.7327843607861
7028,334,left_0014,-639.6964473998745,-173.6187014725264,875.7306178486108
7029,334,left_0015,-647.0542219135443,-189.0116649654051,893.5066937810428
7030,334,left_0016,-650.2940502071874,-202.17055800588417,905.7527301029207
7031,334,left_0017,-603.5132142799664,-159.7358861390167,881.2555626673832
7032,334,left_0018,-631.0665951885516,-163.46786575746233,889.2726273807854
7033,334,left_0019,-640.7701376318552,-175.37624253571417,899.9894241553615
7034,334,left_0020,-643.7997127210226,-186.29686975125233,908.3479602264563
7035,335,left_0000,-629.754085403886,-181.7220835878314,884.6147130115817
7036,335,left_0001,-631.5706676947797,-194.2450754772701,874.8292861533765
7037,335,left_0002,-635.8028177202898,-204.27012455867205,865.2830554534025
7038,335,left_0003,-628.817482210173,-208.62699602484665,872.1120360097239
7039,335,left_0004,-613.0290510799988,-209.16219661001924,884.8076878569798
7040,335,left_0005,-609.1171540863645,-185.4236017710777,853.9280644793696
7041,335,left_0006,-643.7291887341187,-194.02595961821748,862.0917640184488
7042,335,left_0007,-661.4971568006421,-201.87095406621623,873.9157460180007
7043,335,left_0008,-663.9568576212289,-207.87264170836443,885.1076190871578
7044,335,left_0009,-601.5276852858401,-169.74917429152077,865.0841866871293
7045,335,left_0010,-650.2572634130245,-178.55200038814496,872.3004721245371
7046,335,left_0011,-662.2287901182465,-190.14239818086278,885.9737032421739
7047,335,left_0012,-658.283555626231,-199.0107684436871,898.4003161799035
7048,335,left_0013,-600.6444509030383,-158.0614616607539,877.6781950549645
7049,335,left_0014,-646.4716110647211,-167.01241011579052,884.4525211216142
7050,335,left_0015,-653.0143009262496,-179.5744791003232,897.6301883766783
7051,335,left_0016,-645.6358884530836,-188.61444148073574,908.4297717251744
7052,335,left_0017,-601.1442360289757,-149.52378538559452,891.1381309343087
7053,335,left_0018,-638.6839023497688,-157.05360195844906,895.5135282624702
7054,335,left_0019,-644.0506322213265,-167.9374067701528,904.623776263476
7055,335,left_0020,-635.3615459373802,-175.25654931291075,913.7042669425971
7056,336,left_0000,,,
7057,336,left_0001,,,
7058,336,left_0002,,,
7059,336,left_0003,,,
7060,336,left_0004,,,
7061,336,left_0005,,,
7062,336,left_0006,,,
7063,336,left_0007,,,
7064,336,left_0008,,,
7065,336,left_0009,,,
7066,336,left_0010,,,
7067,336,left_0011,,,
7068,336,left_0012,,,
7069,336,left_0013,,,
7070,336,left_0014,,,
7071,336,left_0015,,,
7072,336,left_0016,,,
7073,336,left_0017,,,
7074,336,left_0018,,,
7075,336,left_0019,,,
7076,336,left_0020,,,
7077,337,left_0000,,,
7078,337,left_0001,,,
7079,337,left_0002,,,
7080,337,left_0003,,,
7081,337,left_0004,,,
7082,337,left_0005,,,
7083,337,left_0006,,,
7084,337,left_0007,,,
7085,337,left_0008,,,
7086,337,left_0009,,,
7087,337,left_0010,,,
7088,337,left_0011,,,
7089,337,left_0012,,,
7090,337,left_0013,,,
7091,337,left_0014,,,
7092,337,left_0015,,,
7093,337,left_0016,,,
7094,337,left_0017,,,
7095,337,left_0018,,,
7096,337,left_0019,,,
7097,337,left_0020,,,
7098,338,left_0000,,,
7099,338,left_0001,,,
7100,338,left_0002,,,
7101,338,left_0003,,,
7102,338,left_0004,,,
7103,338,left_0005,,,
7104,338,left_0006,,,
7105,338,left_0007,,,
7106,338,left_0008,,,
7107,338,left_0009,,,
7108,338,left_0010,,,
7109,338,left_0011,,,
7110,338,left_0012,,,
7111,338,left_0013,,,
7112,338,left_0014,,,
7113,338,left_0015,,,
7114,338,left_0016,,,
7115,338,left_0017,,,
7116,338,left_0018,,,
7117,338,left_0019,,,
7118,338,left_0020,,,
7119,339,left_0000,-611.7523890573575,-153.84855303709415,979.502524121658
7120,339,left_0001,-659.833856901624,-150.77122095680284,959.7960208310706
7121,339,left_0002,-688.7115300393003,-135.16245546985078,950.1000600085363
7122,339,left_0003,-701.6620645221097,-118.15533110123297,949.3064271276472
7123,339,left_0004,-702.969063752646,-102.66104831844183,952.0388420987558
7124,339,left_0005,-681.3471129730825,-113.99098503830871,922.1047285871874
7125,339,left_0006,-690.6036482058876,-90.52589187113098,949.854585606482
7126,339,left_0007,-678.0216263152499,-93.14245388151771,976.0947336775318
7127,339,left_0008,-664.4181023633935,-102.01282638809536,993.6735348650683
7128,339,left_0009,-665.7529634252705,-102.76639956834372,922.7186079729972
7129,339,left_0010,-667.5014979835979,-80.1094988809612,958.9492955537614
7130,339,left_0011,-659.968077354318,-86.76755490885081,984.5048758383434
7131,339,left_0012,-648.9753122036891,-96.53164170614919,1000.1061642285536
7132,339,left_0013,-650.5686398972051,-94.14635679864311,929.5526811887167
7133,339,left_0014,-648.4392791381526,-72.15841748745972,966.956587429323
7134,339,left_0015,-645.185660004326,-81.1399618167156,989.0751576623414
7135,339,left_0016,-638.0218082421994,-91.49591049080239,1001.2871160831621
7136,339,left_0017,-638.0129458731074,-86.95097100397666,939.7666442276511
7137,339,left_0018,-635.1807675636862,-69.6718301207678,971.397597760864
7138,339,left_0019,-633.6662888857746,-76.169933600859,989.3013206541386
7139,339,left_0020,-627.3970006400563,-84.30562093573882,999.1301496327104
7140,340,left_0000,-615.1404464425377,-124.1030230024243,1022.4587212146816
7141,340,left_0001,-677.4717989832011,-119.84354358499516,995.2545865867567
7142,340,left_0002,-713.5547059558647,-103.10610120669813,980.4301086265814
7143,340,left_0003,-726.4337749322311,-83.07863888109817,980.0750095525095
7144,340,left_0004,-733.8418850185471,-68.35066197159296,985.5685154165222
7145,340,left_0005,-690.7304711544106,-79.47585853350321,963.6905011832398
7146,340,left_0006,-716.7480073710797,-57.71438783127319,979.196959883222
7147,340,left_0007,-720.0907840219797,-65.18937781251104,991.4100472700303
7148,340,left_0008,-718.0924529875826,-74.79360442864139,993.3579136724309
7149,340,left_0009,-659.7046212441913,-66.08257483925917,976.7113075845958
7150,340,left_0010,-689.3317950459763,-47.77236954637537,992.9981232414343
7151,340,left_0011,-693.7402178705232,-57.54568006096299,1003.544023405672
7152,340,left_0012,-692.0255178704799,-67.51446394276564,1002.8672607317295
7153,340,left_0013,-629.759263901945,-55.66922968902831,996.0285119730454
7154,340,left_0014,-659.0753339321291,-37.80291994699822,1010.2020042693359
7155,340,left_0015,-663.2464513255621,-48.642581246856494,1020.2828971874665
7156,340,left_0016,-659.3368184373122,-58.77181929294553,1020.6371627534354
7157,340,left_0017,-603.7948446587512,-47.434374929137554,1017.8858903438438
7158,340,left_0018,-624.7172924322297,-30.885649485583617,1030.8098501876707
7159,340,left_0019,-632.9082874461262,-40.31558422213333,1037.7633002692369
7160,340,left_0020,-631.0211915384093,-49.83371180331205,1037.75772090088
7161,341,left_0000,,,
7162,341,left_0001,,,
7163,341,left_0002,,,
7164,341,left_0003,,,
7165,341,left_0004,,,
7166,341,left_0005,,,
7167,341,left_0006,,,
7168,341,left_0007,,,
7169,341,left_0008,,,
7170,341,left_0009,,,
7171,341,left_0010,,,
7172,341,left_0011,,,
7173,341,left_0012,,,
7174,341,left_0013,,,
7175,341,left_0014,,,
7176,341,left_0015,,,
7177,341,left_0016,,,
7178,341,left_0017,,,
7179,341,left_0018,,,
7180,341,left_0019,,,
7181,341,left_0020,,,
7182,342,left_0000,-651.2174437494847,-87.56329914976523,1084.4165923247892
7183,342,left_0001,-683.6934176103051,-72.91751061787389,1101.5630384574024
7184,342,left_0002,-704.7014738393827,-47.602787689395605,1105.6373307368192
7185,342,left_0003,-721.0552132275549,-21.624290680990477,1107.0990583375349
7186,342,left_0004,-740.2495590079799,-6.32370210555972,1110.783567950922
7187,342,left_0005,-688.2214148764501,-12.562575820570853,1066.9401583270642
7188,342,left_0006,-695.2440318152511,20.380332741015412,1094.8723219511985
7189,342,left_0007,-707.2870018082708,25.45263425779664,1109.5921968006658
7190,342,left_0008,-721.2326015451359,23.275831558564995,1113.0419379366456
7191,342,left_0009,-668.3090157631364,-6.594073497095877,1064.5174078776447
7192,342,left_0010,-685.2317329812909,20.343054322117293,1091.4036452948544
7193,342,left_0011,-699.5276121561292,20.523717476552402,1105.5273564109866
7194,342,left_0012,-714.48111889243,15.849084537310068,1109.5905368525187
7195,342,left_0013,-650.7829607073086,-4.642848940119819,1070.1504720844725
7196,342,left_0014,-673.2170458335227,18.239101848218894,1093.051425925719
7197,342,left_0015,-685.1719027637638,18.201296457811168,1106.1879953833438
